# Pathway	SRR22212915	SRR22212916	SRR22212917	SRR22212919	SRR22212920	SRR22212921	SRR22212922	SRR22212927	SRR22212929	SRR22212932	SRR22212934	SRR22212935	SRR22212936	SRR22212938	SRR22212939	SRR22212940	SRR22212941	SRR22212944	SRR22212945	SRR22212946	SRR22212947	SRR22212950	SRR22212951	SRR22212953	SRR22212954	SRR22212957	SRR22212958	SRR22212960	SRR22212967	SRR22212971	SRR22212972	SRR22212973	SRR22212974	SRR22212977	SRR22212978	SRR22212981	SRR22212982	SRR22212984	SRR22212985	SRR22212987	SRR22212988	SRR22212990	SRR22212993	SRR22212994	SRR22212996	SRR22212997	SRR22213000	SRR22213002	SRR22213003	SRR22213004	SRR22213005	SRR22213008	SRR22213011	SRR22213015	SRR22213018	SRR22213019	SRR22213021	SRR22213022	SRR22213025	SRR22213030	SRR22213032	SRR22213034	SRR22213035	SRR22213037	SRR22213038	SRR22213040	SRR22213043	SRR22213044	SRR22213046	SRR22213049	SRR22213051	SRR22213053	SRR22213054	SRR22213055	SRR22213059	SRR22213065	SRR22213066	SRR22213068	SRR22213073	SRR22213074	SRR22213075	SRR22213078	SRR22213079	SRR22213080	SRR22213082	SRR22213083	SRR22213084	SRR22213085	SRR22213087	SRR22213088	SRR22213090	SRR22213091	SRR22213093	SRR22213094	SRR22213096	SRR22213098	SRR22213099	SRR22213101	SRR22213103	SRR22213104	SRR22213105	SRR22213107	SRR22213108	SRR22213109	SRR22213110	SRR22213114	SRR22213116	SRR22213117	SRR22213119	SRR22213122	SRR22213123	SRR22213124	SRR22213125	SRR22213126	SRR22213129	SRR22213131
COLANSYN-PWY: colanic acid building blocks biosynthesis	81.8589	0	0	265.041	221.046	137.496	0	0	324.683	281.095	0	279.926	0	218.672	268.955	0	307.511	295.53	304.678	62.4283	255.075	0	158.655	351.167	327.664	0	369.49	101.618	0	268.568	126.044	0	349.266	0	256.68	0	191.636	291.639	258.845	88.9122	0	104.529	329.24	313.79	0	0	181.877	0	0	216.053	188.522	295.26	0	249.381	54.4881	120.327	238.472	0	114.274	275.497	55.984	0	122.737	0	0	0	0	209.114	0	389.007	260.299	146.931	39.0402	149.646	0	0	212.651	0	0	115.461	145.45	0	191.543	9.66805	0	132.515	110.015	26.2034	343.783	0	0	0	0	237.596	174.251	246.489	173.634	65.3908	138.154	0	0	270.936	46.5631	59.7722	0	189.116	0	0	356.071	272.825	0	0	306.956	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	454.117	338.665	741.709	301.411	404.157	465.209	382.977	454.103	314.613	330.734	619.986	351.784	583.114	441.924	324.139	614.436	402.26	323.038	249.039	802.853	307.766	589.526	448.394	328.505	323.616	611.463	360.856	416.611	396.164	295.902	465.997	425.016	360.064	600.145	281.26	689.592	407.119	335.608	279.928	433.191	535.607	599.171	312.646	248.873	513.657	342.823	367.986	642.461	279.258	341.685	472.239	361.08	426.219	319.374	371.562	588.945	384.928	453.08	346.044	425.91	341.155	362.792	360.046	493.578	423.139	83.6091	597.341	534.222	751.273	434.408	429.202	447.462	430.835	611.194	613.047	586.254	533.791	488.457	460.276	538.69	583.087	506.815	460.031	571.866	426.274	502.619	626.947	498.926	288.553	375.888	355.999	356.522	457.761	479.875	475.583	410.553	531.634	330.323	370.736	347.363	406.843	310.111	511.793	593.112	468.141	413.33	279.445	433.739	342.574	397.853	450.046	462.525	342.956	528.469	362.203	556.028
CRNFORCAT-PWY: creatinine degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.0211	57.5263	0	0	0	0	0	0	0	0	0	10.9123	0	0	0	15.4158	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	412.203	333.706	582.623	299.712	363.267	406.847	292.133	395.159	341.183	329.371	543.385	334.745	504.996	241.693	269.465	536.757	378.798	273.785	230.152	245.389	293.432	11.6815	103.345	332.6	337.184	0	302.625	258.281	433.271	275.159	160.708	284.999	310.761	504.083	275.636	513.451	306.794	327.226	266.67	176.43	414.326	292.509	319.291	272.973	417.203	295.184	341.11	457.307	0	187.057	104.649	346.76	0	291.101	332.864	143.319	341.529	0	281.209	242.739	292.969	276.507	201.728	417.605	147.213	84.0214	402.224	153.953	612.134	324.288	372.379	113.532	319.276	101.366	502.637	560.866	118.686	446.108	0	347.801	323.223	99.4356	98.6138	491.014	362.258	224.452	450.385	382.717	286.698	323.608	349.429	285.066	486.125	135.835	325.153	417.385	199.113	330.522	331.642	295.274	318.901	314.13	438.374	519.868	383.236	284.986	253.078	0	327.485	399.647	466.263	444.792	321.56	487.11	272.928	456.766
DARABCATK12-PWY: D-arabinose degradation I	22.254	0	0	141.464	71.7059	43.976	1.12197	0	71.5682	106.738	0	82.6883	0	18.414	37.891	0	54.0851	25.4389	25.2636	0.174706	37.8001	0	5.60289	79.8093	89.084	0	93.8209	9.30669	0	34.7701	0.90384	0	179.017	0	26.878	0	10.4995	61.6307	45.3046	0.192723	0	2.41869	187.734	171.193	0	0	43.9257	0	0	11.0769	0.197812	53.9428	0	30.3801	0	8.06818	133.427	0	27.9948	28.6756	3.24296	0	1.08847	7.42689	0	0	0	0.228783	0	75.7354	71.3587	1.9376	73.0781	0.113044	0	0	0.487042	0	0	11.3587	0.165681	0	2.92965	0	0	0	0.81657	19.2001	71.9385	0	0	8.98208	0	3.26133	25.39	0	0	1.955	4.74297	0	0	37.7963	7.93842	9.40639	0	15.1592	0	0	90.9427	0	0	0	65.4954	0	38.0861	0
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0	0	0	0	0	0	0	49.4895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87955	0	0	0	0	0	0	0	0	14.9958	0	0	0	0	0.470433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885098	0	0	0	0	0.582557	0	0	0	2.37984	0	0.3675	0	0	0.609311	11.4846	0	0	0.617095	0	0	0	0	0	0	0	0	0	0	0	0	1.64222	0	0	0.623338	0	0	0	0	0	0.551899	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	88.5922	170.219	0	279.275	199.773	136.415	218.572	66.0831	122.69	36.1042	0	34.2499	0	90.6066	145.739	0	110.996	149.343	134.496	10.0724	155.852	0	39.1469	45.6089	0	0	65.1999	206.25	0	145.679	7.19137	0	264.802	0	150.768	503.031	111.669	115.081	140.887	8.56959	124.228	19.6215	253.322	210.107	147.906	209.638	133.821	0	0	98.4014	7.52606	184.263	0	163.863	0	47.3557	301.162	0	229.658	104.795	226.408	268.225	23.7368	0	0	0	475.068	12.9645	0	191.471	176.15	9.35443	188.158	3.71623	0	0	0	32.1049	0	109.979	12.3444	0	22.6063	40.5121	0	0	4.00287	59.0573	0	0	191.222	258.188	0	30.0403	97.6361	0	22.476	239.29	257.48	219.283	277.409	109.169	83.6766	83.7147	0	83.1044	223.148	0	76.5354	238.212	0	0	94.7722	0	128.161	0
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)	0	0	0	56.6103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	293.208	346.092	0	258.844	123.597	118.254	219.103	179.177	21.5293	8.1571	0	26.7252	14.6275	627.818	81.118	111.695	147.819	24.9439	57.4615	1032.03	69.5101	312.591	588.391	687.337	592.121	586.272	371.881	186.393	0	84.2734	793.754	362.868	264.651	61.8786	77.4548	268.752	324.029	362.924	146.178	777.082	122.509	480.504	190.955	285.66	129.742	303.543	142.142	48.5996	133.287	627.834	690.699	61.1074	0	79.3855	759.302	612.702	38.0849	433.61	359.218	353.38	366.757	393.28	546.797	56.4133	420.853	1384.77	362.969	451.764	9.43172	0	412.879	891.37	351.029	677.886	857.621	740.714	635.67	90.4336	0	37.0302	518.751	19.0855	629.757	197.281	232.245	678.018	711.25	37.1657	27.6395	354.836	330.322	347.21	513.197	486.421	576.145	283.139	602.055	107.046	106.265	135.247	10.7874	80.0554	254.994	68.4945	93.1492	492.723	0	0	0	222.099	0	0	32.238	0	0	33.2555
ECASYN-PWY: enterobacterial common antigen biosynthesis	15.3067	177.644	0	195.42	89.3099	75.0605	103.323	0	5.30423	104.61	0	75.6898	5.2179	11.1659	51.8533	0	29.504	32.8419	30.1472	0.849475	65.809	0	1.34348	30.7558	5.84008	0	105.738	98.3336	389.845	48.3323	3.07053	0	246.458	17.2727	39.4883	0	10.7367	28.1949	47.9089	4.64223	55.305	5.19509	226.607	211.901	55.0223	180.557	27.0791	0	0	51.0062	0.952743	112.054	0	83.5779	0	12.5859	203.149	0	212.664	43.2553	240.622	257.492	2.29347	16.5016	0	0	0	1.54381	0	105.138	46.9918	1.0147	62.4956	0	0	0	3.48806	0	0	10.0721	1.49401	0	0.525672	0	0	0.665751	1.54044	43.634	54.0522	0	204.009	225.115	0	0	34.182	235.173	0.512444	153.137	137.105	107.048	245.277	4.69071	14.3375	15.0461	0	8.84625	187.327	0	46.6683	152.356	381.285	400.06	39.1734	0	133.86	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)	142.072	331.589	0	337.219	156.121	121.249	162.758	0	389.819	420.737	0	359.72	0	99.4404	286.729	0	347.97	232.149	241.944	12.9721	163.382	0	62.7008	435.53	428.115	0	487.736	240.93	500.833	268.593	11.8719	0	393.899	24.4053	289.943	0	84.1332	277.521	304.59	20.2067	112.588	34.9453	372.489	358.833	158.583	505.041	122.189	0	0	45.3904	7.74554	346.772	0	328.03	19.4356	45.111	261.033	0	374.894	66.7038	415.603	414.858	16.2689	33.9837	0	0	0	13.8375	0	380.486	268.172	9.87738	302.306	0.977724	0	0	12.2745	0	0	66.2753	17.9188	0	36.1446	10.942	0	1.00254	5.16757	111.441	366.605	0	378.233	389.577	925.312	33.2033	73.7401	510.78	3.02911	235.091	291.362	178.83	455.82	163.747	124.423	62.883	0	117.019	314.989	0	483.243	294.599	742.942	701.443	412.363	0	272.38	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	225.743	467.28	141.866	348.215	218.905	172.35	444.036	558.274	539.882	396.774	189.383	377.911	161.222	440.25	523.779	252.414	387.146	517.68	424.716	588.569	534.178	375.498	221.452	464.037	551.416	1272.59	466.282	337.631	525.03	476.078	140.621	744.32	442.903	220.984	501.427	875.339	323.938	416.713	769.358	145.851	299.119	141.205	347.747	365.611	272.632	415.674	346.556	289.358	0	207.975	186.207	431.236	0	449.033	408.001	221.417	366.945	837.143	481.113	426.413	485.395	570.175	99.5593	228.481	665.069	89.268	446.997	177.104	126.939	484.434	344.535	89.9526	497.883	54.4522	200.603	185.898	237.773	368.734	19.2055	402.237	129.187	215.567	265.917	220.007	355.053	92.0553	320.914	193.583	524.556	439.207	459.564	555.281	0	353.465	275.537	495.697	86.7507	373.542	514.505	434.43	455.97	369.619	345.14	278.681	267.805	331.623	367.765	247.906	544.453	413.941	717.994	723.087	435.75	112.474	382.845	174.406
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	74.4556	6.00296	27.1527	14.3639	67.7091	65.3053	47.7408	67.6079	8.35303	2.72943	97.3353	28.0691	83.7872	46.0352	0	88.8782	0	19.962	0	100.419	22.4245	0	14.5831	0	0	0	4.47307	0	0	0	94.3744	48.4432	0	82.3964	0	30.5211	63.9816	75.0466	0	103.349	68.2054	130.513	0	0	0	0	36.3693	93.2838	0	33.2914	25.0317	26.2922	0	0	0	24.6818	0	0	0	35.709	0	0	14.5373	67.8499	0	0	65.7486	51.8823	0	0	65.1317	21.5314	0	7.61641	187.476	92.7476	53.1191	92.2121	0	60.4118	0	0	24.0899	71.2343	78.19	26.4658	193.055	55.6881	0	94.0336	0	0	0	44.1366	63.2964	0	26.3227	14.0169	0	31.7546	0	32.8143	106.688	95.3793	65.2815	37.7614	0	0	0	22.6517	0	0	5.80604	0	0	68.9298
FERMENTATION-PWY: mixed acid fermentation	249.494	298.929	0	323.304	237.819	209.966	204.386	169.884	470.314	737.492	0	571.785	168.549	213.169	574.696	0	334.025	375.828	462.649	54.1184	326.997	8.71334	122.238	443.516	590.767	0	642.853	254.418	405.873	639.015	34.1808	0	386.044	79.546	525.017	500.541	111.469	459.284	505.209	19.6611	196.069	61.1932	447.304	378.545	151.485	555.79	175.716	39.2267	0	155.561	4.76697	360.888	0	612.258	206.844	82.559	311.005	84.2419	347.277	122.264	350.141	363.585	26.1152	183.524	87.7616	0	362.773	14.6133	0	696.13	277.004	24.3586	363.332	31.7637	32.7674	0	41.3914	149.376	0	172.921	191.865	0	84.9751	35.4306	55.3755	18.8047	121.203	331.37	469.078	0	387.104	336.921	0	68.1067	242.94	899.005	46.2358	272.063	492.22	191.846	367.237	299.22	217.873	95.6021	0	150.639	360.897	0	554.139	636.614	488.87	470.992	396.84	0	412.125	0
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	117.236	16.3146	0	73.3123	0	0	14.2531	39.1377	132.942	129.447	0	107.899	144.479	75.1525	121.508	0	151.166	106.809	117.066	7.47834	241.607	172.813	26.3906	110.126	134.487	0	188.366	114.647	0	127.487	30.3438	0	0	0	119.538	0	92.8237	154.609	120.558	32.1147	0	26.5317	146.212	163.439	36.6547	0	160.302	0	0	131.5	11.7826	215.017	0	127.855	315.528	38.1263	44.9056	298.721	67.4774	105.051	11.0809	86.9211	40.2637	100.508	0	0	100.075	6.01706	0	164.692	150.283	55.3981	181.11	25.0478	106.723	98.4078	28.3524	175.068	0	220.987	9.56278	0	16.344	0	350.989	15.6001	5.50318	0	113.177	0	0	94.3605	0	39.3984	98.4716	0	73.8333	96.1983	179.423	104.252	0	156.255	158.268	96.8145	138.99	59.3377	0	0	136.051	52.2673	0	0	132.446	0	0	77.4456
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	69.0032	209.454	0	205.459	107.887	74.2362	27.6192	0	237.508	267.72	0	192.282	0	155.902	227.277	0	202.358	160.51	169.965	21.4695	211.373	0	82.5457	273.811	278.78	0	291.15	196.991	0	185.722	16.1835	0	221.082	0	191.496	170.596	97.872	232.212	210.023	23.5401	49.2375	37.3359	248.706	200.239	44.4182	243.512	118.641	0	0	146.838	62.1632	240.029	0	203.944	0	79.2575	167.804	0	102.977	122.567	57.799	0	30.7056	52.1957	0	0	0	24.5276	0	323.451	199.982	29.4368	233.73	1.29201	0	0	38.5736	19.2446	0	76.4089	22.3495	0	56.6908	13.2747	0	114.485	48.2954	84.4952	260.425	0	225.557	51.1205	0	65.4939	102.994	0	65.7024	202.649	182.911	0	0	130.984	109.07	28.912	0	127.575	195.494	0	261.012	0	0	0	217.648	0	249.083	0
FUCCAT-PWY: fucose degradation	52.1202	207.011	0	255.672	112.98	69.242	20.565	0	218.366	251.757	0	211.066	0	102.035	210.105	0	209.986	154.798	172.658	10.967	234.108	0	55.8463	274.029	298.796	0	255.526	189.791	0	206.338	12.3019	0	256.658	0	254.188	391.198	70.7792	214.194	259.297	28.6796	46.3119	28.9911	268.603	208.077	41.1949	218.903	109.458	0	0	206.906	34.393	250.905	0	193.018	0	160.281	187.602	0	66.5309	163.882	35.3118	0	17.8763	40.6418	0	0	317.673	11.5937	0	283.506	179.122	32.7718	203.879	0.581775	0	0	18.9808	9.74791	0	64.6556	11.8309	0	31.3809	6.49153	0	77.2289	42.0151	57.7429	274.755	0	213.182	30.0827	0	35.2612	125.309	0	36.0357	156.868	140.56	0	0	112.121	103.528	29.1583	0	111.29	173.988	0	265.499	0	0	0	216.372	0	188.75	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	76.3553	0	0	21.7165	0	0	24.586	0	95.7087	140.852	0	106.042	0	39.9676	0	0	134.541	141.671	166.534	46.6079	190.334	0	88.7458	137.924	123.377	0	75.0611	41.9562	0	0	20.9252	0	0	0	0	0	59.754	74.0779	0	19.5967	0	109.187	0	79.0451	0	0	61.6873	0	0	116.978	29.2259	191.895	0	80.0497	0	51.3443	0	0	47.3096	72.5478	21.425	0	26.2894	0	0	0	0	52.1253	0	177.569	98.0327	19.507	93.3747	28.3845	0	0	26.7173	0	0	61.0783	12.4943	0	67.3657	0	0	19.9655	9.3936	0	148.2	0	0	65.116	0	31.9568	79.4651	0	47.0024	0	0	0	0	38.4241	74.2128	32.7607	0	111.309	0	0	144.546	0	0	0	96.5032	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I	157.218	169.359	0	216.202	110.407	92.4317	102.599	0	345.059	323.949	0	364.336	6.00412	46.8921	306.899	0	471.047	252.074	287.545	25.7429	213.224	0	72.414	488.908	625.845	0	557.982	181.687	0	198.12	31.9658	0	269.67	8.70338	359.964	0	102.004	583.514	288.149	26.6704	64.8637	77.327	220.041	201.571	62.1437	333.917	195.148	0	0	62.9894	11.0155	281.195	0	323.151	11.4248	82.8154	174.801	0	315.238	149.744	248.499	235.316	35.3571	30.5245	0	0	99.3678	13.8458	0	389.277	222.592	56.4766	375.852	12.4276	0	0	42.1724	0	0	61.0593	51.7898	0	43.3487	5.53156	0	23.7989	11.601	109.635	450.022	0	190.957	229.844	0	49.9289	124.735	217.665	6.00484	164.582	223.151	80.5505	247.793	304.873	141.389	30.0181	0	159.336	291.177	0	681.691	227.569	0	0	344.523	0	344.067	0
GALACTITOLCAT-PWY: galactitol degradation	280.497	0	0	0	0	0	90.8163	0	564.412	305.67	0	215.63	0	178.906	257.843	0	260.503	220.794	334.304	8.11536	172.124	0	25.6351	584.312	546.018	0	429.331	45.8596	0	257.362	6.22926	0	0	0	359.183	0	48.8221	336.108	274.801	4.10889	0	22.7078	0	0	0	0	112.629	0	0	107.385	3.95039	203.706	0	192.661	0	17.2795	0	0	89.8965	123.148	47.0854	0	18.327	0	0	0	0	3.68056	0	830.657	350.342	9.08563	273.03	0	0	0	4.61761	0	0	77.4282	1.13255	0	15.4778	1.89418	0	8.70069	1.02965	0	593.439	0	0	34.6763	0	17.9523	71.84	0	21.1794	0	0	0	0	340.351	12.5388	29.5458	0	83.6954	0	0	389.017	0	0	0	479.139	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I	99.5652	0	0	114.632	0	0	96.6248	0	144.549	118.068	0	90.482	0	82.115	79.7996	0	148.555	169.02	208.82	70.1442	205.717	0	72.8641	176.722	163.73	0	96.0625	151.345	0	59.8917	49.1898	0	0	0	186.041	0	69.1721	117.432	214.123	67.821	64.4699	191.373	237.37	182.065	90.5722	264.735	82.3351	0	0	103.309	107.999	241.813	0	166.289	27.9343	76.5203	23.4947	0	102.324	82.9437	18.3569	11.7358	52.0385	37.0541	0	0	0	98.0311	0	204.46	214.621	96.8992	223.899	82.5749	0	0	55.2195	0	0	63.5393	59.7017	0	104.523	18.9714	0	63.7465	41.5832	30.2588	163.099	0	0	76.5526	0	39.1343	72.6146	98.7056	93.1089	32.7382	33.3769	92.0905	0	171.376	103.125	29.2534	0	107.454	0	0	182.927	90.7894	0	0	155.867	0	14.1053	7.98066
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	300.212	0	0	69.902	32.9981	0	249.589	130.703	308.683	527.711	0	391.841	135.498	151.808	294.108	0	280.581	351.5	425.141	116.053	235.676	387.455	166.609	290.064	293.553	0	271.222	141.529	0	310.483	207.34	0	256.108	0	258.606	478.986	235.314	296.195	411.848	207.173	138.396	254.759	315.371	232.152	75.2626	318.127	150.711	22.8158	0	151.175	202.001	301.36	0	258.545	231.594	104.502	202.193	129.188	327.483	182.478	357.755	343.649	132.716	0	58.1975	0	289.488	87.8396	60.152	476.701	296.772	83.509	229.953	113.155	61.3372	66.1461	167.685	180.891	33.3582	91.3327	107.788	145.88	132.66	63.2309	231.626	82.5943	183.43	27.567	268.591	0	0	328.88	0	149.927	152.395	0	161.022	250.526	63.8773	45.0831	0	190.93	174.373	79.4603	116.304	198.721	181.175	0	261.256	0	457.188	430.373	260.019	0	30.1375	92.5712
GLUCARDEG-PWY: D-glucarate degradation I	73.1931	150.738	0	140.782	82.3874	67.7025	86.3836	0	176.341	265.895	0	289.75	5.39772	38.4098	244.717	0	230.161	223.991	268.314	12.3526	137.042	0	26.1518	215.56	241.235	0	197.104	157.061	0	182.66	20.8879	0	203.178	0	254.017	0	46.2888	229.904	232.603	22.4824	52.5303	31.6958	220.041	201.571	48.5317	212.013	71.3675	0	0	53.7616	4.95442	229.617	0	293.566	6.76516	73.6271	155.572	0	205.544	85.3866	222.863	223.979	27.5739	27.3909	0	0	138.176	5.09471	0	331.14	160.197	23.7093	172.415	2.68551	0	0	21.5145	0	0	50.0012	14.6778	0	14.4805	3.72924	0	11.785	3.14372	83.5525	225.303	0	166.346	209.211	0	16.9274	75.7757	227.103	5.50784	159.081	207.329	71.6498	239.352	114.793	95.9425	23.7741	0	73.3505	253.887	0	262.698	200.699	0	0	189.069	0	245.013	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	157.218	169.359	0	216.202	110.407	92.4317	102.599	0	345.059	323.949	0	364.336	6.00412	46.8921	306.899	0	471.047	252.074	287.545	25.7429	213.224	0	72.414	488.908	625.845	0	557.982	181.687	0	198.12	31.9658	0	269.67	8.70338	359.964	0	102.004	583.514	288.149	26.6704	64.8637	77.327	220.041	201.571	62.1437	333.917	195.148	0	0	62.9894	11.0155	281.195	0	323.151	11.4248	82.8154	174.801	0	315.238	149.744	248.499	235.316	35.3571	30.5245	0	0	99.3678	13.8458	0	389.277	222.592	56.4766	375.852	12.4276	0	0	42.1724	0	0	61.0593	51.7898	0	43.3487	5.53156	0	23.7989	11.601	109.635	450.022	0	190.957	229.844	0	49.9289	124.735	217.665	6.00484	164.582	223.151	80.5505	247.793	304.873	141.389	30.0181	0	159.336	291.177	0	681.691	227.569	0	0	344.523	0	344.067	0
GLUCONEO-PWY: gluconeogenesis I	169.207	307.75	48.4998	319.362	209.714	156.552	215.304	195.006	292.369	387.609	173.364	343.911	116.161	297.562	324.725	180.248	309.749	227.829	252.216	239.44	279.314	828.701	187.973	344.787	343.722	70.9953	391.357	278.371	398.6	331.16	269.598	0	303.159	102.503	314.142	531.291	204.319	286.051	327.897	260.296	183.983	135.201	305.587	251.466	166.53	387.297	226.939	83.2209	415.025	312.826	216.594	351.669	1267.65	326.205	300.616	185.763	291.567	193.05	306.141	276.943	300.973	358.011	204.685	130.882	375.172	22.4941	384.33	186.157	0	463.074	324.195	314.198	349.037	146.872	53.6379	49.0055	224.074	96.2827	1108.61	191.524	161.589	960.861	117.013	36.7362	783.586	216.239	143.103	165.001	359.902	388.686	312.144	302.294	0	138.496	236.674	480.44	243.616	313.776	362.778	191.706	365.641	212.505	228.821	101.176	0	243.775	269.648	1156.61	387.192	380.989	429.096	418.667	325.383	0	357.322	137.779
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	411.739	252.275	0	258.917	352.717	388.08	342.957	523.75	332.021	352.098	0	380.967	0	140.891	203.935	0	263.124	232.653	201.166	252.914	449.824	0	170.34	293.626	302.969	0	374.538	247.199	305.811	213.106	315.588	0	243.453	0	189.296	488.186	220.633	508.403	194.995	257.477	445.328	335.291	622.452	359.214	415.864	493.124	334.617	0	0	302.819	188.434	499.537	0	243.923	0	104.936	258.77	0	282.5	224.905	257.416	257.604	179.769	441.594	0	0	183.749	303.933	0	488.076	426.922	342.171	356.981	127.627	0	0	240.467	0	0	308	174.792	998.844	130.197	543.974	0	267.76	477.816	428.097	440.019	0	262.982	268.281	0	221.701	334.495	402.179	244.14	333.495	303.984	362.008	281.29	358.743	360.63	554.025	0	199.729	243.11	0	433.403	343.688	574.459	498.659	422.016	0	402.129	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	99.0349	0	0	53.649	0	0	37.6477	0	166.004	130.802	0	94.7746	0	80.341	90.8733	0	180.584	181.644	209.218	83.4515	290.472	0	177.442	200.979	185.226	0	112.304	72.934	0	68.7892	29.738	0	0	0	200.85	0	81.8385	129.965	215.358	46.5743	0	179.117	256.57	208.936	0	0	100.521	0	0	127.544	117.805	304.56	0	169.41	0	51.8031	0	0	103.345	105.722	19.2385	0	26.3373	0	0	0	0	112.039	0	229.235	246.148	125.775	271.494	79.3644	0	0	41.4354	10.3385	0	61.7282	45.0002	0	110.927	24.9592	0	88.2395	31.8047	5.97849	185.457	0	0	60.2411	0	45.1027	96.1861	0	136.861	0	0	0	0	217.605	114.922	30.9254	0	136.238	0	0	221.607	4.30665	0	0	176.912	0	0	8.74349
GLUDEG-I-PWY: GABA shunt	0	0	0	37.5282	0	0	0	0	0	57.4079	0	44.765	0	79.4731	3.9716	0	3.06353	4.50612	0	0	36.0011	0	42.9201	0	0	0	0	44.0297	0	0	23.4837	0	0	0	0	0	64.5228	1.3983	6.14014	12.7597	0	0	0	0	0	0	0	0	0	152.084	10.4876	97.3705	0	5.1631	0	8.13594	0	0	0	19.4173	0	0	17.8825	8.42945	0	0	0	30.2416	0	0	0	5.06737	117.312	3.23308	0	0	22.9933	0	0	14.139	5.26777	0	23.4758	0	0	3.15344	11.5353	4.92167	0	0	0	0	0	26.3452	15.853	0	1.78986	7.69258	30.402	0	0	0	14.6793	5.1593	0	67.346	0	0	21.9889	0	0	0	11.2156	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I	394.386	316.12	527.312	227.566	317.934	334.554	264.422	210.191	385.066	388.183	503.78	390.363	467.23	225.237	306.462	417.745	458.006	277.092	218.246	641.643	302.884	363.882	337.319	436.635	456.711	16.7845	410.248	321.033	359.429	319.586	306.041	105.856	299.967	399.563	307.944	80.6168	260.146	360.837	300.799	275.561	372.918	561.544	225.742	183.078	360.308	338.743	286.569	373.694	277.534	237.394	312.308	397.13	735.121	334.746	228.13	451.193	233.237	79.2673	324.449	330.148	332.013	321.685	197.126	334.027	192.976	711.921	208.093	391.576	558.639	447.604	414.249	270.475	332.729	390.267	624.034	545.953	349.554	369.569	690.691	355.287	338.475	672.767	302.235	446.3	641.985	334.99	584.257	369.83	374.488	316.107	315.459	292.715	486.697	338.138	391.533	395.736	399.102	282.824	306.924	231.512	357.85	370.785	461.38	456.156	298.442	316.146	259.289	679.033	465.568	297.189	368.249	343.414	417.543	381.376	343.821	436.944
